Wed Apr 12 15:48:39 2023 Fold 0, Epoch 1, lr: 0.0000300, train loss: 0.14221, valid loss: 0.05232, precision: 0.9686, recall: 0.960109.
Wed Apr 12 22:14:01 2023 Fold 1, Epoch 18, lr: 0.0001257, train loss: 0.01513, valid loss: 0.04107, precision: 0.9804, recall: 0.978463.
Wed Apr 12 22:21:57 2023 Fold 1, Epoch 19, lr: 0.0001099, train loss: 0.01434, valid loss: 0.03932, precision: 0.9801, recall: 0.979805.
Wed Apr 12 22:29:55 2023 Fold 1, Epoch 20, lr: 0.0000945, train loss: 0.01344, valid loss: 0.04042, precision: 0.9780, recall: 0.978309.
Wed Apr 12 22:37:47 2023 Fold 1, Epoch 21, lr: 0.0000797, train loss: 0.01270, valid loss: 0.03874, precision: 0.9788, recall: 0.980583.
Wed Apr 12 22:45:43 2023 Fold 1, Epoch 22, lr: 0.0000658, train loss: 0.01141, valid loss: 0.04129, precision: 0.9802, recall: 0.980628.
Wed Apr 12 22:53:38 2023 Fold 1, Epoch 23, lr: 0.0000529, train loss: 0.01104, valid loss: 0.04006, precision: 0.9806, recall: 0.980444.
Wed Apr 12 23:01:33 2023 Fold 1, Epoch 24, lr: 0.0000411, train loss: 0.01058, valid loss: 0.04058, precision: 0.9790, recall: 0.982732.
Wed Apr 12 23:09:28 2023 Fold 1, Epoch 25, lr: 0.0000306, train loss: 0.01007, valid loss: 0.04128, precision: 0.9797, recall: 0.981646.
Wed Apr 12 23:17:25 2023 Fold 1, Epoch 26, lr: 0.0000215, train loss: 0.00961, valid loss: 0.04314, precision: 0.9789, recall: 0.981740.
Wed Apr 12 23:25:20 2023 Fold 1, Epoch 27, lr: 0.0000139, train loss: 0.00911, valid loss: 0.04388, precision: 0.9793, recall: 0.981881.
Wed Apr 12 23:33:16 2023 Fold 1, Epoch 28, lr: 0.0000079, train loss: 0.00870, valid loss: 0.04262, precision: 0.9792, recall: 0.982022.
Wed Apr 12 23:41:12 2023 Fold 1, Epoch 29, lr: 0.0000035, train loss: 0.00870, valid loss: 0.04254, precision: 0.9797, recall: 0.982284.
Wed Apr 12 23:49:08 2023 Fold 1, Epoch 30, lr: 0.0000009, train loss: 0.00877, valid loss: 0.04258, precision: 0.9794, recall: 0.981930.
Wed Apr 12 23:57:01 2023 Fold 2, Epoch 1, lr: 0.0000300, train loss: 0.15887, valid loss: 0.06362, precision: 0.9490, recall: 0.957090.
Thu Apr 13 00:04:54 2023 Fold 2, Epoch 2, lr: 0.0003000, train loss: 0.06856, valid loss: 0.05063, precision: 0.9502, recall: 0.971446.
Thu Apr 13 00:12:49 2023 Fold 2, Epoch 3, lr: 0.0002991, train loss: 0.05267, valid loss: 0.04592, precision: 0.9572, recall: 0.974110.
Thu Apr 13 00:20:40 2023 Fold 2, Epoch 4, lr: 0.0002965, train loss: 0.04740, valid loss: 0.04405, precision: 0.9586, recall: 0.969075.
Thu Apr 13 00:28:34 2023 Fold 2, Epoch 5, lr: 0.0002921, train loss: 0.04249, valid loss: 0.04140, precision: 0.9622, recall: 0.977514.
Thu Apr 13 00:36:28 2023 Fold 2, Epoch 6, lr: 0.0002861, train loss: 0.03931, valid loss: 0.03958, precision: 0.9692, recall: 0.969426.
Thu Apr 13 00:44:17 2023 Fold 2, Epoch 7, lr: 0.0002785, train loss: 0.03721, valid loss: 0.04047, precision: 0.9653, recall: 0.975120.
Thu Apr 13 00:52:05 2023 Fold 2, Epoch 8, lr: 0.0002694, train loss: 0.03401, valid loss: 0.03767, precision: 0.9682, recall: 0.974898.
Thu Apr 13 00:59:54 2023 Fold 2, Epoch 9, lr: 0.0002589, train loss: 0.03161, valid loss: 0.03587, precision: 0.9717, recall: 0.978617.
Thu Apr 13 01:07:50 2023 Fold 2, Epoch 10, lr: 0.0002471, train loss: 0.02888, valid loss: 0.03692, precision: 0.9702, recall: 0.973148.
Thu Apr 13 01:15:39 2023 Fold 2, Epoch 11, lr: 0.0002342, train loss: 0.02712, valid loss: 0.03743, precision: 0.9722, recall: 0.975296.
Thu Apr 13 01:23:32 2023 Fold 2, Epoch 12, lr: 0.0002203, train loss: 0.02479, valid loss: 0.03542, precision: 0.9775, recall: 0.976831.
Thu Apr 13 01:31:23 2023 Fold 2, Epoch 13, lr: 0.0002055, train loss: 0.02329, valid loss: 0.03563, precision: 0.9741, recall: 0.979873.
Thu Apr 13 01:39:17 2023 Fold 2, Epoch 14, lr: 0.0001901, train loss: 0.02111, valid loss: 0.03742, precision: 0.9721, recall: 0.977811.
Thu Apr 13 01:47:09 2023 Fold 2, Epoch 15, lr: 0.0001743, train loss: 0.01964, valid loss: 0.03826, precision: 0.9762, recall: 0.979015.
Thu Apr 13 01:55:01 2023 Fold 2, Epoch 16, lr: 0.0001581, train loss: 0.01853, valid loss: 0.03846, precision: 0.9770, recall: 0.979526.
Thu Apr 13 02:02:59 2023 Fold 2, Epoch 17, lr: 0.0001419, train loss: 0.01683, valid loss: 0.03893, precision: 0.9776, recall: 0.980460.
Thu Apr 13 02:10:53 2023 Fold 2, Epoch 18, lr: 0.0001257, train loss: 0.01552, valid loss: 0.04101, precision: 0.9766, recall: 0.982332.
Thu Apr 13 02:18:47 2023 Fold 2, Epoch 19, lr: 0.0001099, train loss: 0.01438, valid loss: 0.04060, precision: 0.9781, recall: 0.980546.
Thu Apr 13 02:26:44 2023 Fold 2, Epoch 20, lr: 0.0000945, train loss: 0.01352, valid loss: 0.04112, precision: 0.9757, recall: 0.982486.
Thu Apr 13 02:34:42 2023 Fold 2, Epoch 21, lr: 0.0000797, train loss: 0.01245, valid loss: 0.04105, precision: 0.9783, recall: 0.981001.
Thu Apr 13 02:42:35 2023 Fold 2, Epoch 22, lr: 0.0000658, train loss: 0.01177, valid loss: 0.04238, precision: 0.9774, recall: 0.981737.
Thu Apr 13 02:50:28 2023 Fold 2, Epoch 23, lr: 0.0000529, train loss: 0.01097, valid loss: 0.04254, precision: 0.9775, recall: 0.981766.
Thu Apr 13 02:58:19 2023 Fold 2, Epoch 24, lr: 0.0000411, train loss: 0.01058, valid loss: 0.04382, precision: 0.9769, recall: 0.982581.
Thu Apr 13 03:06:15 2023 Fold 2, Epoch 25, lr: 0.0000306, train loss: 0.01006, valid loss: 0.04322, precision: 0.9779, recall: 0.982437.
Thu Apr 13 03:14:09 2023 Fold 2, Epoch 26, lr: 0.0000215, train loss: 0.00969, valid loss: 0.04463, precision: 0.9770, recall: 0.981548.
Thu Apr 13 03:22:02 2023 Fold 2, Epoch 27, lr: 0.0000139, train loss: 0.00938, valid loss: 0.04420, precision: 0.9779, recall: 0.982370.
Thu Apr 13 03:29:56 2023 Fold 2, Epoch 28, lr: 0.0000079, train loss: 0.00926, valid loss: 0.04487, precision: 0.9781, recall: 0.981845.
Thu Apr 13 03:37:50 2023 Fold 2, Epoch 29, lr: 0.0000035, train loss: 0.00910, valid loss: 0.04501, precision: 0.9777, recall: 0.981868.
Thu Apr 13 03:45:40 2023 Fold 2, Epoch 30, lr: 0.0000009, train loss: 0.00908, valid loss: 0.04440, precision: 0.9774, recall: 0.982383.
Thu Apr 13 03:53:40 2023 Fold 3, Epoch 1, lr: 0.0000300, train loss: 0.16338, valid loss: 0.06127, precision: 0.9478, recall: 0.960476.
Thu Apr 13 04:01:42 2023 Fold 3, Epoch 2, lr: 0.0003000, train loss: 0.06908, valid loss: 0.04614, precision: 0.9659, recall: 0.961749.
Thu Apr 13 04:09:43 2023 Fold 3, Epoch 3, lr: 0.0002991, train loss: 0.05270, valid loss: 0.04307, precision: 0.9648, recall: 0.972162.
Thu Apr 13 04:17:42 2023 Fold 3, Epoch 4, lr: 0.0002965, train loss: 0.04709, valid loss: 0.04076, precision: 0.9713, recall: 0.970486.
Thu Apr 13 04:25:45 2023 Fold 3, Epoch 5, lr: 0.0002921, train loss: 0.04272, valid loss: 0.03727, precision: 0.9713, recall: 0.973700.
Thu Apr 13 04:33:42 2023 Fold 3, Epoch 6, lr: 0.0002861, train loss: 0.03931, valid loss: 0.03884, precision: 0.9670, recall: 0.975986.
Thu Apr 13 04:41:42 2023 Fold 3, Epoch 7, lr: 0.0002785, train loss: 0.03689, valid loss: 0.03974, precision: 0.9697, recall: 0.976142.
Thu Apr 13 04:49:40 2023 Fold 3, Epoch 8, lr: 0.0002694, train loss: 0.03314, valid loss: 0.03759, precision: 0.9679, recall: 0.977299.
Thu Apr 13 04:57:38 2023 Fold 3, Epoch 9, lr: 0.0002589, train loss: 0.03170, valid loss: 0.03790, precision: 0.9755, recall: 0.970273.
Thu Apr 13 05:05:36 2023 Fold 3, Epoch 10, lr: 0.0002471, train loss: 0.02902, valid loss: 0.03693, precision: 0.9744, recall: 0.974165.
Thu Apr 13 05:13:37 2023 Fold 3, Epoch 11, lr: 0.0002342, train loss: 0.02660, valid loss: 0.03588, precision: 0.9786, recall: 0.972947.
Thu Apr 13 05:21:35 2023 Fold 3, Epoch 12, lr: 0.0002203, train loss: 0.02506, valid loss: 0.03368, precision: 0.9774, recall: 0.977007.
Thu Apr 13 05:29:33 2023 Fold 3, Epoch 13, lr: 0.0002055, train loss: 0.02340, valid loss: 0.03579, precision: 0.9767, recall: 0.979330.
Thu Apr 13 05:37:35 2023 Fold 3, Epoch 14, lr: 0.0001901, train loss: 0.02095, valid loss: 0.03807, precision: 0.9747, recall: 0.978764.
Thu Apr 13 05:45:33 2023 Fold 3, Epoch 15, lr: 0.0001743, train loss: 0.01984, valid loss: 0.03813, precision: 0.9768, recall: 0.974257.
Thu Apr 13 05:53:31 2023 Fold 3, Epoch 16, lr: 0.0001581, train loss: 0.01823, valid loss: 0.03787, precision: 0.9792, recall: 0.978214.
Thu Apr 13 06:01:30 2023 Fold 3, Epoch 17, lr: 0.0001419, train loss: 0.01704, valid loss: 0.04117, precision: 0.9789, recall: 0.975841.
Thu Apr 13 06:09:28 2023 Fold 3, Epoch 18, lr: 0.0001257, train loss: 0.01597, valid loss: 0.03864, precision: 0.9789, recall: 0.978219.
Thu Apr 13 06:17:24 2023 Fold 3, Epoch 19, lr: 0.0001099, train loss: 0.01456, valid loss: 0.03983, precision: 0.9773, recall: 0.980932.
Thu Apr 13 06:25:23 2023 Fold 3, Epoch 20, lr: 0.0000945, train loss: 0.01373, valid loss: 0.04160, precision: 0.9775, recall: 0.980667.
Thu Apr 13 06:33:30 2023 Fold 3, Epoch 21, lr: 0.0000797, train loss: 0.01279, valid loss: 0.04091, precision: 0.9804, recall: 0.981572.
Thu Apr 13 06:41:32 2023 Fold 3, Epoch 22, lr: 0.0000658, train loss: 0.01186, valid loss: 0.04246, precision: 0.9792, recall: 0.980120.
Thu Apr 13 06:49:31 2023 Fold 3, Epoch 23, lr: 0.0000529, train loss: 0.01134, valid loss: 0.04383, precision: 0.9774, recall: 0.981587.
Thu Apr 13 06:57:25 2023 Fold 3, Epoch 24, lr: 0.0000411, train loss: 0.01050, valid loss: 0.04319, precision: 0.9803, recall: 0.980144.
Thu Apr 13 07:05:24 2023 Fold 3, Epoch 25, lr: 0.0000306, train loss: 0.00991, valid loss: 0.04189, precision: 0.9793, recall: 0.980579.
Thu Apr 13 07:13:19 2023 Fold 3, Epoch 26, lr: 0.0000215, train loss: 0.00987, valid loss: 0.04396, precision: 0.9803, recall: 0.980701.
Thu Apr 13 07:21:15 2023 Fold 3, Epoch 27, lr: 0.0000139, train loss: 0.00968, valid loss: 0.04320, precision: 0.9799, recall: 0.980874.
Thu Apr 13 07:29:13 2023 Fold 3, Epoch 28, lr: 0.0000079, train loss: 0.00903, valid loss: 0.04355, precision: 0.9794, recall: 0.981542.
Thu Apr 13 07:37:10 2023 Fold 3, Epoch 29, lr: 0.0000035, train loss: 0.00905, valid loss: 0.04448, precision: 0.9794, recall: 0.981249.
Thu Apr 13 07:45:04 2023 Fold 3, Epoch 30, lr: 0.0000009, train loss: 0.00873, valid loss: 0.04422, precision: 0.9795, recall: 0.981436.
Thu Apr 13 07:53:02 2023 Fold 4, Epoch 1, lr: 0.0000300, train loss: 0.16074, valid loss: 0.06081, precision: 0.9486, recall: 0.960784.
Thu Apr 13 08:00:58 2023 Fold 4, Epoch 2, lr: 0.0003000, train loss: 0.06913, valid loss: 0.04942, precision: 0.9616, recall: 0.966003.
Thu Apr 13 08:09:02 2023 Fold 4, Epoch 3, lr: 0.0002991, train loss: 0.05275, valid loss: 0.04368, precision: 0.9708, recall: 0.965280.
Thu Apr 13 08:17:03 2023 Fold 4, Epoch 4, lr: 0.0002965, train loss: 0.04726, valid loss: 0.03945, precision: 0.9675, recall: 0.973569.
Thu Apr 13 08:25:00 2023 Fold 4, Epoch 5, lr: 0.0002921, train loss: 0.04274, valid loss: 0.04052, precision: 0.9585, recall: 0.978236.
Thu Apr 13 08:32:57 2023 Fold 4, Epoch 6, lr: 0.0002861, train loss: 0.03933, valid loss: 0.03839, precision: 0.9675, recall: 0.972312.
Thu Apr 13 08:40:55 2023 Fold 4, Epoch 7, lr: 0.0002785, train loss: 0.03673, valid loss: 0.03483, precision: 0.9727, recall: 0.977077.
Thu Apr 13 08:48:56 2023 Fold 4, Epoch 8, lr: 0.0002694, train loss: 0.03425, valid loss: 0.03686, precision: 0.9667, recall: 0.979210.
Thu Apr 13 08:56:53 2023 Fold 4, Epoch 9, lr: 0.0002589, train loss: 0.03123, valid loss: 0.03735, precision: 0.9738, recall: 0.973189.
Thu Apr 13 09:04:51 2023 Fold 4, Epoch 10, lr: 0.0002471, train loss: 0.02946, valid loss: 0.03630, precision: 0.9766, recall: 0.969846.
Thu Apr 13 09:12:47 2023 Fold 4, Epoch 11, lr: 0.0002342, train loss: 0.02700, valid loss: 0.03698, precision: 0.9696, recall: 0.979265.
